,rbp,method,auprc
63,Ago2,iDeep,0.5287116810318987
64,Ago2,iDeep,0.5205622044754807
65,Ago2,iDeep,0.5516212588618481
66,Ago2,iDeep,0.5281076772031178
67,Ago2,iDeep,0.5408649339100378
68,Ago2,iDeep,0.5225940403311693
69,Ago2,iDeep,0.5594196122882829
70,Ago2,iDeep,0.5431131718374754
71,Ago2,iDeep,0.46474778365007574
72,Ago2,iDeep,0.5618351485299922
73,Ago2,iDeep,0.5066594130565072
74,Ago2,iDeep,0.5605071859035643
75,Ago2,iDeep,0.5574411427387888
76,Ago2,iDeep,0.48865037253269317
77,Ago2,iDeep,0.5302825841007845
78,Ago2,iDeep,0.5504509311130733
79,Ago2,iDeep,0.556415990786617
80,Ago2,iDeep,0.5560478613418659
81,Ago2,iDeep,0.5241382693640899
82,Ago2,iDeep,0.5669728113876884
83,Ago2,iDeep,0.4930983461997691
84,Ago2,iDeep,0.47994872036051583
85,Ago2,iDeep,0.5702148782256646
86,Ago2,iDeep,0.5676139552231292
87,Ago2,iDeep,0.542718229997526
88,Ago2,iDeep,0.519140555855206
89,Ago2,iDeep,0.5588584087404941
90,Ago2,iDeep,0.5102321904357214
91,Ago2,iDeep,0.5214931478232135
92,Ago2,iDeep,0.4946849182708878
93,Ago2,iDeep,0.5497047426543139
94,Ago2,iDeep,0.5526007226253522
95,Ago2,iDeep,0.5445780518477182
96,Ago2,iDeep,0.5293441750236192
97,Ago2,iDeep,0.546737167093825
98,Ago2,iDeep,0.5274691722679861
99,Ago2,iDeep,0.5099909575652988
100,Ago2,iDeep,0.5417226827883588
101,Ago2,iDeep,0.525103335035726
102,Ago2,iDeep,0.5686437020988176
103,Ago2,iDeep,0.5292142501516592
104,Ago2,iDeep,0.5736684433836183
105,Ago2,iDeep,0.4634007786117309
106,Ago2,iDeep,0.516177670753349
107,Ago2,iDeep,0.5459882154412445
108,Ago2,iDeep,0.5334592035572815
109,Ago2,iDeep,0.533697256894909
110,Ago2,iDeep,0.5754934366660173
111,Ago2,iDeep,0.5274274294679047
112,Ago2,iDeep,0.5212264005302277
113,Ago2,iDeep,0.5304604155925184
114,Ago2,iDeep,0.48521887102834144
115,Ago2,iDeep,0.5647495838481196
116,Ago2,iDeep,0.5095648659037113
117,Ago2,iDeep,0.5548354102842187
118,Ago2,iDeep,0.5195851579892579
119,Ago2,iDeep,0.5702530279862988
120,Ago2,iDeep,0.5586086809528888
121,Ago2,iDeep,0.5402938891883176
122,Ago2,iDeep,0.5386862774605001
123,Ago2,iDeep,0.5040386121954408
124,Ago2,iDeep,0.4579107637670003
125,Ago2,iDeep,0.5082402817936474
126,Ago2,iDeep,0.4977127307862972
127,Ago2,iDeep,0.5037340560116315
128,Ago2,iDeep,0.4930984259465085
129,Ago2,iDeep,0.5148767152900374
130,Ago2,iDeep,0.5136650889950758
131,Ago2,iDeep,0.5120550037828129
132,Ago2,iDeep,0.5133878962469275
133,Ago2,iDeep,0.5493199259061603
134,Ago2,iDeep,0.5078338509596851
135,Ago2,iDeep,0.6187922845451698
136,Ago2,iDeep,0.4945616127943009
137,Ago2,iDeep,0.48923044505725644
138,Ago2,iDeep,0.5436152048150039
139,Ago2,iDeep,0.5440204282007162
140,Ago2,iDeep,0.48135375639929856
141,Ago2,iDeep,0.5734641483862696
142,Ago2,iDeep,0.5251233491011914
143,Ago2,iDeep,0.5009408125210364
144,Ago2,iDeep,0.5243911151401465
145,Ago2,iDeep,0.5388205427755393
146,Ago2,iDeep,0.5609565086458618
147,Ago2,iDeep,0.4702210767296894
148,Ago2,iDeep,0.4973862278412876
149,Ago2,iDeep,0.5178763822960636
150,Ago2,iDeep,0.5237104064491083
151,Ago2,iDeep,0.5087439449897546
152,Ago2,iDeep,0.5423469942176553
153,Ago2,iDeep,0.5085512286596165
154,Ago2,iDeep,0.536838196581062
155,Ago2,iDeep,0.5029267261097711
156,Ago2,iDeep,0.5127760639204914
157,Ago2,iDeep,0.5202963598442626
158,Ago2,iDeep,0.5237410149537466
159,Ago2,iDeep,0.45274936579362934
160,Ago2,iDeep,0.4428623220889595
161,Ago2,iDeep,0.5181720250051722
162,Ago2,iDeep,0.5316517190178646
163,Ago2,iDeep,0.5618069559060359
164,Ago2,iDeep,0.514217693434374
165,Ago2,iDeep,0.5308557498004265
166,Ago2,iDeep,0.519249316572136
167,Ago2,iDeep,0.5646033524831904
168,Ago2,iDeep,0.5281533069227661
169,Ago2,iDeep,0.5517277303419237
170,Ago2,iDeep,0.5226927541310268
171,Ago2,iDeep,0.5180130633175447
172,Ago2,iDeep,0.5247589550523922
173,Ago2,iDeep,0.5419716288536451
174,Ago2,iDeep,0.5392549530895027
175,Ago2,iDeep,0.5297570232911633
176,Ago2,iDeep,0.5542272110477127
177,Ago2,iDeep,0.5177816302387869
178,Ago2,iDeep,0.5355522928464524
179,Ago2,iDeep,0.5347815897983177
180,Ago2,iDeep,0.5022783453382427
181,Ago2,iDeep,0.5794955024275776
182,Ago2,iDeep,0.5254668384630292
183,Ago2,iDeep,0.5193361430272804
184,Ago2,iDeep,0.4516215995101409
185,Ago2,iDeep,0.49242811737389103
186,Ago2,iDeep,0.5029249020657603
187,Ago2,iDeep,0.530396976587814
188,Ago2,iDeep,0.5749918928295834
189,Ago2,iDeep,0.5315649436211969
190,Ago2,iDeep,0.49989047613922005
191,Ago2,iDeep,0.474003114338305
192,Ago2,iDeep,0.5142081829138179
193,Ago2,iDeep,0.48364642069143327
194,Ago2,iDeep,0.564282633798563
195,Ago2,iDeep,0.5920015152321293
196,Ago2,iDeep,0.49139001084203393
197,Ago2,iDeep,0.5763221023094193
198,Ago2,iDeep,0.49133191076722305
199,Ago2,iDeep,0.5159807205867899
0,Ago2-MNase,iDeep,0.5475111568587153
1,Ago2-MNase,iDeep,0.5679004186425971
2,Ago2-MNase,iDeep,0.5555840391659435
3,Ago2-MNase,iDeep,0.5810003399125169
4,Ago2-MNase,iDeep,0.5819072880286686
5,Ago2-MNase,iDeep,0.6018571361854677
6,Ago2-MNase,iDeep,0.6143862570067741
7,Ago2-MNase,iDeep,0.5900145379886041
8,Ago2-MNase,iDeep,0.5639886609456397
9,Ago2-MNase,iDeep,0.6216605131322037
10,Ago2-MNase,iDeep,0.5722242897123998
11,Ago2-MNase,iDeep,0.5740580644601005
12,Ago2-MNase,iDeep,0.5746065417523425
13,Ago2-MNase,iDeep,0.5754893286770975
14,Ago2-MNase,iDeep,0.5339376024852958
15,Ago2-MNase,iDeep,0.510370980754868
16,Ago2-MNase,iDeep,0.5352192664952767
17,Ago2-MNase,iDeep,0.6201750829429922
18,Ago2-MNase,iDeep,0.5470242141785762
19,Ago2-MNase,iDeep,0.4264359282423227
20,Ago2-MNase,iDeep,0.5084597226894992
21,Ago2-MNase,iDeep,0.594969571416403
22,Ago2-MNase,iDeep,0.5560189155610971
23,Ago2-MNase,iDeep,0.5841944926803725
24,Ago2-MNase,iDeep,0.5579604434605718
25,Ago2-MNase,iDeep,0.6302698358557998
26,Ago2-MNase,iDeep,0.5748841505592708
27,Ago2-MNase,iDeep,0.5505380251896568
28,Ago2-MNase,iDeep,0.5623400636009528
29,Ago2-MNase,iDeep,0.5327395192160862
30,Ago2-MNase,iDeep,0.6051738701627087
31,Ago2-MNase,iDeep,0.5207173464782358
32,Ago2-MNase,iDeep,0.5928811037158008
33,Ago2-MNase,iDeep,0.6137329527880593
34,Ago2-MNase,iDeep,0.5641481406651395
35,Ago2-MNase,iDeep,0.6172361406001423
36,Ago2-MNase,iDeep,0.5574504501247574
37,Ago2-MNase,iDeep,0.5822906076623093
38,Ago2-MNase,iDeep,0.6022746326194883
39,Ago2-MNase,iDeep,0.5696972757158875
40,Ago2-MNase,iDeep,0.6140861201192708
41,Ago2-MNase,iDeep,0.5606786597307107
42,Ago2-MNase,iDeep,0.5606698452039895
43,Ago2-MNase,iDeep,0.5613415606275537
44,Ago2-MNase,iDeep,0.5162180336744382
45,Ago2-MNase,iDeep,0.5369385052340593
46,Ago2-MNase,iDeep,0.5059598813118635
47,Ago2-MNase,iDeep,0.6370203936000958
48,Ago2-MNase,iDeep,0.5720863805243509
49,Ago2-MNase,iDeep,0.5973782906497807
50,Ago2-MNase,iDeep,0.6512531304401984
51,Ago2-MNase,iDeep,0.5607503881905813
52,Ago2-MNase,iDeep,0.519358891114318
53,Ago2-MNase,iDeep,0.5533505328812864
54,Ago2-MNase,iDeep,0.5770463828170592
55,Ago2-MNase,iDeep,0.5402748628587388
56,Ago2-MNase,iDeep,0.5822746322450921
57,Ago2-MNase,iDeep,0.5898412191875698
58,Ago2-MNase,iDeep,0.5554330321335801
59,Ago2-MNase,iDeep,0.5303594834863794
60,Ago2-MNase,iDeep,0.49300455560038947
61,Ago2-MNase,iDeep,0.5997812216452638
62,Ago2-MNase,iDeep,0.48253665378507443
63,Ago2-MNase,iDeep,0.5639158713449303
64,Ago2-MNase,iDeep,0.5397800397708992
65,Ago2-MNase,iDeep,0.625702927517757
66,Ago2-MNase,iDeep,0.5564792388413288
67,Ago2-MNase,iDeep,0.5137308274155914
68,Ago2-MNase,iDeep,0.5895054312806988
69,Ago2-MNase,iDeep,0.5460123330884628
70,Ago2-MNase,iDeep,0.5398609550754496
71,Ago2-MNase,iDeep,0.5507435689966035
72,Ago2-MNase,iDeep,0.5829432717262647
73,Ago2-MNase,iDeep,0.5291725322926172
74,Ago2-MNase,iDeep,0.5113524592439667
75,Ago2-MNase,iDeep,0.6266105302345542
76,Ago2-MNase,iDeep,0.5930389221722657
77,Ago2-MNase,iDeep,0.5559379776436214
78,Ago2-MNase,iDeep,0.5495392923824837
79,Ago2-MNase,iDeep,0.6239991453587588
80,Ago2-MNase,iDeep,0.6063070809289569
81,Ago2-MNase,iDeep,0.581052583186652
82,Ago2-MNase,iDeep,0.5215601939984306
83,Ago2-MNase,iDeep,0.563602066228465
84,Ago2-MNase,iDeep,0.5838472185295832
85,Ago2-MNase,iDeep,0.5891562857925845
86,Ago2-MNase,iDeep,0.556274433362516
87,Ago2-MNase,iDeep,0.5891911693442997
88,Ago2-MNase,iDeep,0.5787527833576412
89,Ago2-MNase,iDeep,0.5803210316508998
90,Ago2-MNase,iDeep,0.5621093066151549
91,Ago2-MNase,iDeep,0.5008196429737355
92,Ago2-MNase,iDeep,0.5630666013180616
93,Ago2-MNase,iDeep,0.5683658716170237
94,Ago2-MNase,iDeep,0.5541849712371064
95,Ago2-MNase,iDeep,0.6592371593110253
96,Ago2-MNase,iDeep,0.5688855808736553
97,Ago2-MNase,iDeep,0.6240704984053775
98,Ago2-MNase,iDeep,0.5505600834226702
99,Ago2-MNase,iDeep,0.6015124197276327
100,Ago2-MNase,iDeep,0.5414402689116445
101,Ago2-MNase,iDeep,0.5495998429742138
102,Ago2-MNase,iDeep,0.5927881119703642
103,Ago2-MNase,iDeep,0.5372678247446716
104,Ago2-MNase,iDeep,0.546056981391077
105,Ago2-MNase,iDeep,0.6239532253732893
106,Ago2-MNase,iDeep,0.6218628859802005
107,Ago2-MNase,iDeep,0.6594645974952307
108,Ago2-MNase,iDeep,0.4838240638195662
109,Ago2-MNase,iDeep,0.6015169693325592
110,Ago2-MNase,iDeep,0.5750170187036941
111,Ago2-MNase,iDeep,0.5859012504787646
112,Ago2-MNase,iDeep,0.6229705987151376
113,Ago2-MNase,iDeep,0.4943059887040151
114,Ago2-MNase,iDeep,0.5662881402925515
115,Ago2-MNase,iDeep,0.5709567570335321
116,Ago2-MNase,iDeep,0.5479613260821282
117,Ago2-MNase,iDeep,0.6111443654837958
118,Ago2-MNase,iDeep,0.5413465098433166
119,Ago2-MNase,iDeep,0.5458570347378024
120,Ago2-MNase,iDeep,0.614267608492531
121,Ago2-MNase,iDeep,0.5657589424872456
122,Ago2-MNase,iDeep,0.527476062544229
123,Ago2-MNase,iDeep,0.579849754617385
124,Ago2-MNase,iDeep,0.5556884266284225
125,Ago2-MNase,iDeep,0.6140833976965167
126,Ago2-MNase,iDeep,0.5662219987862527
127,Ago2-MNase,iDeep,0.5696675758685391
128,Ago2-MNase,iDeep,0.5595789338248758
129,Ago2-MNase,iDeep,0.49178282534898526
130,Ago2-MNase,iDeep,0.6121539209003506
131,Ago2-MNase,iDeep,0.609917572628911
132,Ago2-MNase,iDeep,0.5694793408856862
133,Ago2-MNase,iDeep,0.5584181223122345
134,Ago2-MNase,iDeep,0.5750804971352091
135,Ago2-MNase,iDeep,0.5576030274316475
136,Ago2-MNase,iDeep,0.5696526495784299
137,Ago2-MNase,iDeep,0.5877825911253763
138,Ago2-MNase,iDeep,0.580706275936707
139,Ago2-MNase,iDeep,0.6071664365096648
140,Ago2-MNase,iDeep,0.5091112984871735
141,Ago2-MNase,iDeep,0.5908165491058166
142,Ago2-MNase,iDeep,0.5659586734485967
143,Ago2-MNase,iDeep,0.5680390996606827
144,Ago2-MNase,iDeep,0.4974304023013758
145,Ago2-MNase,iDeep,0.5586177636378278
146,Ago2-MNase,iDeep,0.5535223199114787
147,Ago2-MNase,iDeep,0.6260194213327367
148,Ago2-MNase,iDeep,0.6038185682055048
149,Ago2-MNase,iDeep,0.524320565133775
150,Ago2-MNase,iDeep,0.5553077342063523
151,Ago2-MNase,iDeep,0.545277545711968
152,Ago2-MNase,iDeep,0.6088802902602762
153,Ago2-MNase,iDeep,0.5784529977577836
154,Ago2-MNase,iDeep,0.5339498056312153
155,Ago2-MNase,iDeep,0.5596920351288373
156,Ago2-MNase,iDeep,0.5401289031050452
157,Ago2-MNase,iDeep,0.5707260058979587
158,Ago2-MNase,iDeep,0.5357954601159796
159,Ago2-MNase,iDeep,0.6553323273343625
160,Ago2-MNase,iDeep,0.4945207015108736
161,Ago2-MNase,iDeep,0.5155249924413877
162,Ago2-MNase,iDeep,0.605134584089364
163,Ago2-MNase,iDeep,0.6009606159110281
164,Ago2-MNase,iDeep,0.5592387379658199
165,Ago2-MNase,iDeep,0.5844622975429523
166,Ago2-MNase,iDeep,0.6036776610101728
167,Ago2-MNase,iDeep,0.6241797762546877
168,Ago2-MNase,iDeep,0.5291808480591964
169,Ago2-MNase,iDeep,0.5559110095909702
170,Ago2-MNase,iDeep,0.5029087221075756
171,Ago2-MNase,iDeep,0.5300605706239094
172,Ago2-MNase,iDeep,0.4864049678710526
173,Ago2-MNase,iDeep,0.6200972374106095
174,Ago2-MNase,iDeep,0.5864219610894933
175,Ago2-MNase,iDeep,0.5126396493541943
176,Ago2-MNase,iDeep,0.5926476803132417
177,Ago2-MNase,iDeep,0.5666824492008546
178,Ago2-MNase,iDeep,0.5535326180235522
179,Ago2-MNase,iDeep,0.5927297612424782
180,Ago2-MNase,iDeep,0.5559563517168167
181,Ago2-MNase,iDeep,0.5989598338099636
182,Ago2-MNase,iDeep,0.5509372173971828
183,Ago2-MNase,iDeep,0.6046129642923497
184,Ago2-MNase,iDeep,0.6061465229763207
185,Ago2-MNase,iDeep,0.5704171150986623
186,Ago2-MNase,iDeep,0.5932457239572768
187,Ago2-MNase,iDeep,0.5618957576722938
188,Ago2-MNase,iDeep,0.5450080421191382
189,Ago2-MNase,iDeep,0.5998184427365558
190,Ago2-MNase,iDeep,0.6185139720651912
191,Ago2-MNase,iDeep,0.5569129340706104
192,Ago2-MNase,iDeep,0.5791829340812462
193,Ago2-MNase,iDeep,0.5844848858215071
194,Ago2-MNase,iDeep,0.5577034809130439
195,Ago2-MNase,iDeep,0.5922086131555351
196,Ago2-MNase,iDeep,0.5621471109586755
197,Ago2-MNase,iDeep,0.5128911517089397
198,Ago2-MNase,iDeep,0.6527295064630045
199,Ago2-MNase,iDeep,0.5719896945903711
0,ELAVL1-MNase,iDeep,0.6067919760038153
1,ELAVL1-MNase,iDeep,0.6407337299381067
2,ELAVL1-MNase,iDeep,0.6603839113183015
3,ELAVL1-MNase,iDeep,0.6249978095061773
4,ELAVL1-MNase,iDeep,0.656764278270213
5,ELAVL1-MNase,iDeep,0.613379690666518
6,ELAVL1-MNase,iDeep,0.6350008812261909
7,ELAVL1-MNase,iDeep,0.6087617558076189
8,ELAVL1-MNase,iDeep,0.627501549796883
9,ELAVL1-MNase,iDeep,0.673867929203925
10,ELAVL1-MNase,iDeep,0.59344972822458
11,ELAVL1-MNase,iDeep,0.6117934163794899
12,ELAVL1-MNase,iDeep,0.5533839817919963
13,ELAVL1-MNase,iDeep,0.5811884870679239
14,ELAVL1-MNase,iDeep,0.558796980717428
15,ELAVL1-MNase,iDeep,0.5700796252361162
16,ELAVL1-MNase,iDeep,0.5871334177029339
17,ELAVL1-MNase,iDeep,0.6446689327242234
18,ELAVL1-MNase,iDeep,0.6206173880835788
19,ELAVL1-MNase,iDeep,0.6381340939072838
20,ELAVL1-MNase,iDeep,0.5682645085774003
21,ELAVL1-MNase,iDeep,0.6574224438762429
22,ELAVL1-MNase,iDeep,0.6321540523270542
23,ELAVL1-MNase,iDeep,0.6505197096643643
24,ELAVL1-MNase,iDeep,0.6041550131494926
25,ELAVL1-MNase,iDeep,0.6397832803549264
26,ELAVL1-MNase,iDeep,0.6460238718632174
27,ELAVL1-MNase,iDeep,0.6210553521546622
28,ELAVL1-MNase,iDeep,0.6195963265566984
29,ELAVL1-MNase,iDeep,0.5859891963441349
30,ELAVL1-MNase,iDeep,0.6077853219046059
31,ELAVL1-MNase,iDeep,0.6135313186624227
32,ELAVL1-MNase,iDeep,0.5960528786867316
33,ELAVL1-MNase,iDeep,0.6727667999811081
34,ELAVL1-MNase,iDeep,0.625323640998617
35,ELAVL1-MNase,iDeep,0.6193389511906611
36,ELAVL1-MNase,iDeep,0.6038373776887581
37,ELAVL1-MNase,iDeep,0.6401207245430989
38,ELAVL1-MNase,iDeep,0.6284082301065289
39,ELAVL1-MNase,iDeep,0.6282810836632671
40,ELAVL1-MNase,iDeep,0.5500372608516844
41,ELAVL1-MNase,iDeep,0.5637621972883515
42,ELAVL1-MNase,iDeep,0.6576182308388762
43,ELAVL1-MNase,iDeep,0.6011953563380117
44,ELAVL1-MNase,iDeep,0.6154316275367796
45,ELAVL1-MNase,iDeep,0.6196778646393344
46,ELAVL1-MNase,iDeep,0.5954975560257629
47,ELAVL1-MNase,iDeep,0.5793331114254254
48,ELAVL1-MNase,iDeep,0.6120250723114052
49,ELAVL1-MNase,iDeep,0.555373806121302
50,ELAVL1-MNase,iDeep,0.5167708413068557
51,ELAVL1-MNase,iDeep,0.6294500633068234
52,ELAVL1-MNase,iDeep,0.6348251845878687
53,ELAVL1-MNase,iDeep,0.5833184427010567
54,ELAVL1-MNase,iDeep,0.6521727238994439
55,ELAVL1-MNase,iDeep,0.6085830831344782
56,ELAVL1-MNase,iDeep,0.6344752835895768
57,ELAVL1-MNase,iDeep,0.598505807548702
58,ELAVL1-MNase,iDeep,0.5419932495252279
59,ELAVL1-MNase,iDeep,0.6172437456206518
60,ELAVL1-MNase,iDeep,0.6584162603336086
61,ELAVL1-MNase,iDeep,0.5834710005951684
62,ELAVL1-MNase,iDeep,0.6030520735651341
63,ELAVL1-MNase,iDeep,0.5732643376904331
64,ELAVL1-MNase,iDeep,0.6476104894576636
65,ELAVL1-MNase,iDeep,0.5893868241487525
66,ELAVL1-MNase,iDeep,0.5465449751984467
67,ELAVL1-MNase,iDeep,0.6435435852761541
68,ELAVL1-MNase,iDeep,0.5845355326753086
69,ELAVL1-MNase,iDeep,0.5993304334902019
70,ELAVL1-MNase,iDeep,0.6181746465671503
71,ELAVL1-MNase,iDeep,0.5929328951969478
72,ELAVL1-MNase,iDeep,0.6048893981417899
73,ELAVL1-MNase,iDeep,0.593700386044005
74,ELAVL1-MNase,iDeep,0.6256722172198061
75,ELAVL1-MNase,iDeep,0.6100825263766857
76,ELAVL1-MNase,iDeep,0.5521017229480008
77,ELAVL1-MNase,iDeep,0.5733801164822313
78,ELAVL1-MNase,iDeep,0.5821019428993153
79,ELAVL1-MNase,iDeep,0.5504616726552642
80,ELAVL1-MNase,iDeep,0.6452104242486796
81,ELAVL1-MNase,iDeep,0.5735375769126566
82,ELAVL1-MNase,iDeep,0.6370951932641695
83,ELAVL1-MNase,iDeep,0.5670884740254222
84,ELAVL1-MNase,iDeep,0.5648066371389715
85,ELAVL1-MNase,iDeep,0.5435531444419753
86,ELAVL1-MNase,iDeep,0.6568062650973211
87,ELAVL1-MNase,iDeep,0.5687903214704786
88,ELAVL1-MNase,iDeep,0.6305277979918263
89,ELAVL1-MNase,iDeep,0.5917078238102479
90,ELAVL1-MNase,iDeep,0.5920082444297554
91,ELAVL1-MNase,iDeep,0.5904501188877255
92,ELAVL1-MNase,iDeep,0.5877184964888745
93,ELAVL1-MNase,iDeep,0.602369003778797
94,ELAVL1-MNase,iDeep,0.5980595635072556
95,ELAVL1-MNase,iDeep,0.5601912273309682
96,ELAVL1-MNase,iDeep,0.6527026003541767
97,ELAVL1-MNase,iDeep,0.5978093522586952
98,ELAVL1-MNase,iDeep,0.592362384943131
99,ELAVL1-MNase,iDeep,0.6230710871527614
100,ELAVL1-MNase,iDeep,0.5887081315544738
101,ELAVL1-MNase,iDeep,0.6285217080443084
102,ELAVL1-MNase,iDeep,0.6116152068910121
103,ELAVL1-MNase,iDeep,0.5891447067273673
104,ELAVL1-MNase,iDeep,0.6291726684781976
105,ELAVL1-MNase,iDeep,0.593677862149033
106,ELAVL1-MNase,iDeep,0.5983601013606262
107,ELAVL1-MNase,iDeep,0.5965283522910353
108,ELAVL1-MNase,iDeep,0.5997060940455969
109,ELAVL1-MNase,iDeep,0.6149098660988215
110,ELAVL1-MNase,iDeep,0.6415034507212026
111,ELAVL1-MNase,iDeep,0.5792694472004942
112,ELAVL1-MNase,iDeep,0.6491562500870837
113,ELAVL1-MNase,iDeep,0.6036225252222176
114,ELAVL1-MNase,iDeep,0.6101245851748152
115,ELAVL1-MNase,iDeep,0.6046861745499704
116,ELAVL1-MNase,iDeep,0.6404896817318524
117,ELAVL1-MNase,iDeep,0.57986980811545
118,ELAVL1-MNase,iDeep,0.5925593309365997
119,ELAVL1-MNase,iDeep,0.6034894116115246
120,ELAVL1-MNase,iDeep,0.6030710985726849
121,ELAVL1-MNase,iDeep,0.6355228287435671
122,ELAVL1-MNase,iDeep,0.5817071511518255
123,ELAVL1-MNase,iDeep,0.6135065943263476
124,ELAVL1-MNase,iDeep,0.5828626868591283
125,ELAVL1-MNase,iDeep,0.5899698165449437
126,ELAVL1-MNase,iDeep,0.5680750617707424
127,ELAVL1-MNase,iDeep,0.5801758028322932
128,ELAVL1-MNase,iDeep,0.6164411633011919
129,ELAVL1-MNase,iDeep,0.6281126469830569
130,ELAVL1-MNase,iDeep,0.6313615173668025
131,ELAVL1-MNase,iDeep,0.5797391207528165
132,ELAVL1-MNase,iDeep,0.6095949627361786
133,ELAVL1-MNase,iDeep,0.6053192078374621
134,ELAVL1-MNase,iDeep,0.6683972189272956
135,ELAVL1-MNase,iDeep,0.6358626771334032
136,ELAVL1-MNase,iDeep,0.5819696265712327
137,ELAVL1-MNase,iDeep,0.6017294805071425
138,ELAVL1-MNase,iDeep,0.5634458112826949
139,ELAVL1-MNase,iDeep,0.6544764912742748
140,ELAVL1-MNase,iDeep,0.5876972593138652
141,ELAVL1-MNase,iDeep,0.6443867943334043
142,ELAVL1-MNase,iDeep,0.622222636974343
143,ELAVL1-MNase,iDeep,0.6450468013327122
144,ELAVL1-MNase,iDeep,0.5072257569575579
145,ELAVL1-MNase,iDeep,0.6428267449318064
146,ELAVL1-MNase,iDeep,0.6170223156990255
147,ELAVL1-MNase,iDeep,0.6629826552786553
148,ELAVL1-MNase,iDeep,0.6419419193504362
149,ELAVL1-MNase,iDeep,0.62064882920795
150,ELAVL1-MNase,iDeep,0.622957790050076
151,ELAVL1-MNase,iDeep,0.6126535386649757
152,ELAVL1-MNase,iDeep,0.5986230282130343
153,ELAVL1-MNase,iDeep,0.652622730043755
154,ELAVL1-MNase,iDeep,0.5881587031417239
155,ELAVL1-MNase,iDeep,0.6674602046281779
156,ELAVL1-MNase,iDeep,0.6107821593301983
157,ELAVL1-MNase,iDeep,0.6593584767686693
158,ELAVL1-MNase,iDeep,0.5953691649410231
159,ELAVL1-MNase,iDeep,0.6052665914688871
160,ELAVL1-MNase,iDeep,0.5970943155029993
161,ELAVL1-MNase,iDeep,0.537372950353977
162,ELAVL1-MNase,iDeep,0.6059955968974895
163,ELAVL1-MNase,iDeep,0.6243085568122334
164,ELAVL1-MNase,iDeep,0.5949228299766937
165,ELAVL1-MNase,iDeep,0.616582159841797
166,ELAVL1-MNase,iDeep,0.5800849357725782
167,ELAVL1-MNase,iDeep,0.6777334407026231
168,ELAVL1-MNase,iDeep,0.6379812761365081
169,ELAVL1-MNase,iDeep,0.6354554628279139
170,ELAVL1-MNase,iDeep,0.5659739000273452
171,ELAVL1-MNase,iDeep,0.6178676993547024
172,ELAVL1-MNase,iDeep,0.5128271840076233
173,ELAVL1-MNase,iDeep,0.6306567467809003
174,ELAVL1-MNase,iDeep,0.6102073072680917
175,ELAVL1-MNase,iDeep,0.6075402312482767
176,ELAVL1-MNase,iDeep,0.5669807823260578
177,ELAVL1-MNase,iDeep,0.6215968984579328
