,rbp,method,auc
181,Ago2,iDeep,0.7459393135466754
182,Ago2,iDeep,0.6625572783461211
183,Ago2,iDeep,0.7579423823187187
184,Ago2,iDeep,0.7448046550290939
185,Ago2,iDeep,0.7203336424817484
186,Ago2,iDeep,0.724940349274038
187,Ago2,iDeep,0.729898904006047
188,Ago2,iDeep,0.727310298102981
189,Ago2,iDeep,0.6756389427969985
190,Ago2,iDeep,0.7535129082090408
191,Ago2,iDeep,0.7361787998781603
192,Ago2,iDeep,0.7332299077204542
193,Ago2,iDeep,0.7138692603240281
194,Ago2,iDeep,0.6852928320252611
195,Ago2,iDeep,0.7364449296371196
196,Ago2,iDeep,0.7170565302144251
197,Ago2,iDeep,0.7510304188565058
198,Ago2,iDeep,0.6927982162764772
199,Ago2,iDeep,0.6903765435483183
0,Ago2-MNase,iDeep,0.7403391912320484
1,Ago2-MNase,iDeep,0.7320675105485233
2,Ago2-MNase,iDeep,0.7816002921987959
3,Ago2-MNase,iDeep,0.77954375
4,Ago2-MNase,iDeep,0.7111115496181699
5,Ago2-MNase,iDeep,0.6970083259434428
6,Ago2-MNase,iDeep,0.7386513771327066
7,Ago2-MNase,iDeep,0.7346464181622948
8,Ago2-MNase,iDeep,0.7625706349966479
9,Ago2-MNase,iDeep,0.7760211795557062
10,Ago2-MNase,iDeep,0.7477439150165016
11,Ago2-MNase,iDeep,0.7315293756711152
12,Ago2-MNase,iDeep,0.6989577725488298
13,Ago2-MNase,iDeep,0.7451912830349532
14,Ago2-MNase,iDeep,0.7605451044289735
15,Ago2-MNase,iDeep,0.754553039855959
16,Ago2-MNase,iDeep,0.758125649481316
17,Ago2-MNase,iDeep,0.687103046759941
18,Ago2-MNase,iDeep,0.7721186391317574
19,Ago2-MNase,iDeep,0.7281879396200122
20,Ago2-MNase,iDeep,0.7752373981547469
21,Ago2-MNase,iDeep,0.7215549287355463
22,Ago2-MNase,iDeep,0.6964302646800387
23,Ago2-MNase,iDeep,0.7323140627488454
24,Ago2-MNase,iDeep,0.7183432113718793
25,Ago2-MNase,iDeep,0.7511598281736038
26,Ago2-MNase,iDeep,0.7462468051316411
27,Ago2-MNase,iDeep,0.7071016848950635
28,Ago2-MNase,iDeep,0.7590052646162372
29,Ago2-MNase,iDeep,0.7079130101971076
30,Ago2-MNase,iDeep,0.7516431769192505
31,Ago2-MNase,iDeep,0.7588038932772493
32,Ago2-MNase,iDeep,0.7086713079543772
33,Ago2-MNase,iDeep,0.7399356332222913
34,Ago2-MNase,iDeep,0.7721190220766756
35,Ago2-MNase,iDeep,0.7126422764227642
36,Ago2-MNase,iDeep,0.7409205287466157
37,Ago2-MNase,iDeep,0.7344971570717839
38,Ago2-MNase,iDeep,0.749839885703025
39,Ago2-MNase,iDeep,0.7457051736357194
40,Ago2-MNase,iDeep,0.7035989763229952
41,Ago2-MNase,iDeep,0.7566699803863617
42,Ago2-MNase,iDeep,0.709084319727671
43,Ago2-MNase,iDeep,0.7464634812701112
44,Ago2-MNase,iDeep,0.740743784412514
45,Ago2-MNase,iDeep,0.7780785891089109
46,Ago2-MNase,iDeep,0.7224081576732626
47,Ago2-MNase,iDeep,0.729110232691909
48,Ago2-MNase,iDeep,0.7604712995337994
49,Ago2-MNase,iDeep,0.718981925859008
50,Ago2-MNase,iDeep,0.7466887746642348
51,Ago2-MNase,iDeep,0.731314460466278
52,Ago2-MNase,iDeep,0.7471796950138823
53,Ago2-MNase,iDeep,0.7391918856002659
54,Ago2-MNase,iDeep,0.7303684587813621
55,Ago2-MNase,iDeep,0.7044660055646714
56,Ago2-MNase,iDeep,0.7000095556617295
57,Ago2-MNase,iDeep,0.7360235393022279
58,Ago2-MNase,iDeep,0.7372339639373338
59,Ago2-MNase,iDeep,0.7338665315128777
60,Ago2-MNase,iDeep,0.739963396607147
61,Ago2-MNase,iDeep,0.7323474890461745
62,Ago2-MNase,iDeep,0.7130357416781715
63,Ago2-MNase,iDeep,0.717359897047397
64,Ago2-MNase,iDeep,0.7108011969962171
65,Ago2-MNase,iDeep,0.7022449368878716
66,Ago2-MNase,iDeep,0.7156022275651921
67,Ago2-MNase,iDeep,0.7501343399876407
68,Ago2-MNase,iDeep,0.7276773647126664
69,Ago2-MNase,iDeep,0.7370597481094718
70,Ago2-MNase,iDeep,0.7340994186619372
71,Ago2-MNase,iDeep,0.7641135296160242
72,Ago2-MNase,iDeep,0.7339842623491122
73,Ago2-MNase,iDeep,0.7201543462616938
74,Ago2-MNase,iDeep,0.7098199529138756
75,Ago2-MNase,iDeep,0.7173775405293943
76,Ago2-MNase,iDeep,0.7391413657695624
77,Ago2-MNase,iDeep,0.7881856222435524
78,Ago2-MNase,iDeep,0.7247376003292858
79,Ago2-MNase,iDeep,0.7403280777193821
80,Ago2-MNase,iDeep,0.751483579768357
81,Ago2-MNase,iDeep,0.7049650547408395
82,Ago2-MNase,iDeep,0.7898800560090883
83,Ago2-MNase,iDeep,0.7544056070774469
84,Ago2-MNase,iDeep,0.7307768547384355
85,Ago2-MNase,iDeep,0.7313617914456294
86,Ago2-MNase,iDeep,0.7521977883573894
87,Ago2-MNase,iDeep,0.6846805685009535
88,Ago2-MNase,iDeep,0.7346137920050964
89,Ago2-MNase,iDeep,0.7338291598297306
90,Ago2-MNase,iDeep,0.7344599121566292
91,Ago2-MNase,iDeep,0.7109649723706444
92,Ago2-MNase,iDeep,0.7797702796040009
93,Ago2-MNase,iDeep,0.7338302277432713
94,Ago2-MNase,iDeep,0.7127663656596148
95,Ago2-MNase,iDeep,0.7383972744778551
96,Ago2-MNase,iDeep,0.7594714896011869
97,Ago2-MNase,iDeep,0.696872844615233
98,Ago2-MNase,iDeep,0.7248516034414094
99,Ago2-MNase,iDeep,0.7557167684251447
100,Ago2-MNase,iDeep,0.7026401446654611
101,Ago2-MNase,iDeep,0.7189540485681446
102,Ago2-MNase,iDeep,0.7169841606153411
103,Ago2-MNase,iDeep,0.7211579636766668
104,Ago2-MNase,iDeep,0.7137760789934703
105,Ago2-MNase,iDeep,0.7391212070966672
106,Ago2-MNase,iDeep,0.7278130156765678
107,Ago2-MNase,iDeep,0.7262897342365815
108,Ago2-MNase,iDeep,0.7293293571821751
109,Ago2-MNase,iDeep,0.7500866776458351
110,Ago2-MNase,iDeep,0.7310163394598851
111,Ago2-MNase,iDeep,0.6689627914855174
112,Ago2-MNase,iDeep,0.7202652200120554
113,Ago2-MNase,iDeep,0.7523979687793869
114,Ago2-MNase,iDeep,0.7660359944623905
115,Ago2-MNase,iDeep,0.7185055230669266
116,Ago2-MNase,iDeep,0.7073195901320901
117,Ago2-MNase,iDeep,0.6778210653768217
118,Ago2-MNase,iDeep,0.6973475402403083
119,Ago2-MNase,iDeep,0.7234727488963194
120,Ago2-MNase,iDeep,0.7426300900766767
121,Ago2-MNase,iDeep,0.7117327117327118
122,Ago2-MNase,iDeep,0.7278785089737689
123,Ago2-MNase,iDeep,0.7137623197134235
124,Ago2-MNase,iDeep,0.7404410545514841
125,Ago2-MNase,iDeep,0.7756721262392913
126,Ago2-MNase,iDeep,0.6997330878969167
127,Ago2-MNase,iDeep,0.7421391887642805
128,Ago2-MNase,iDeep,0.7751134488448845
129,Ago2-MNase,iDeep,0.7092966680482222
130,Ago2-MNase,iDeep,0.7357816637246248
131,Ago2-MNase,iDeep,0.7487625647273835
132,Ago2-MNase,iDeep,0.75135581080044
133,Ago2-MNase,iDeep,0.7396445746466815
134,Ago2-MNase,iDeep,0.68689019410957
135,Ago2-MNase,iDeep,0.7303584473160534
136,Ago2-MNase,iDeep,0.7290886392009988
137,Ago2-MNase,iDeep,0.7265084174408571
138,Ago2-MNase,iDeep,0.7226441472077382
139,Ago2-MNase,iDeep,0.7348940914158305
140,Ago2-MNase,iDeep,0.7147522203325775
141,Ago2-MNase,iDeep,0.7196621182586095
142,Ago2-MNase,iDeep,0.7529287058866532
143,Ago2-MNase,iDeep,0.690717876610744
144,Ago2-MNase,iDeep,0.7492569639399451
145,Ago2-MNase,iDeep,0.6975042210648974
146,Ago2-MNase,iDeep,0.7646669636306467
147,Ago2-MNase,iDeep,0.7509356725146199
148,Ago2-MNase,iDeep,0.7352504959839745
149,Ago2-MNase,iDeep,0.7330784207110659
150,Ago2-MNase,iDeep,0.7395393930055023
151,Ago2-MNase,iDeep,0.7041966181473996
152,Ago2-MNase,iDeep,0.7348217688227003
153,Ago2-MNase,iDeep,0.7335599520676921
154,Ago2-MNase,iDeep,0.7616504131616169
155,Ago2-MNase,iDeep,0.7223829830439639
156,Ago2-MNase,iDeep,0.7089679155244188
157,Ago2-MNase,iDeep,0.7570905528052805
158,Ago2-MNase,iDeep,0.7552110474205316
159,Ago2-MNase,iDeep,0.7272398392433123
160,Ago2-MNase,iDeep,0.7272374607888383
161,Ago2-MNase,iDeep,0.747936499295722
162,Ago2-MNase,iDeep,0.7372232540982016
163,Ago2-MNase,iDeep,0.7161546437564805
164,Ago2-MNase,iDeep,0.7558268169491311
165,Ago2-MNase,iDeep,0.7490269092479037
166,Ago2-MNase,iDeep,0.7500111482720178
167,Ago2-MNase,iDeep,0.7371370189866993
168,Ago2-MNase,iDeep,0.7589559456606254
169,Ago2-MNase,iDeep,0.7045448590294519
170,Ago2-MNase,iDeep,0.6905468824825207
171,Ago2-MNase,iDeep,0.7575451901942105
172,Ago2-MNase,iDeep,0.7205530591936511
173,Ago2-MNase,iDeep,0.7039674078586659
174,Ago2-MNase,iDeep,0.7131578947368422
175,Ago2-MNase,iDeep,0.7215707930664212
176,Ago2-MNase,iDeep,0.7251190206302426
177,Ago2-MNase,iDeep,0.75119830769607
178,Ago2-MNase,iDeep,0.7353635274265731
179,Ago2-MNase,iDeep,0.7239239187413846
180,Ago2-MNase,iDeep,0.7133304659498207
181,Ago2-MNase,iDeep,0.7087195226333424
182,Ago2-MNase,iDeep,0.7377505463919452
183,Ago2-MNase,iDeep,0.7573539641541505
184,Ago2-MNase,iDeep,0.7141826415448509
185,Ago2-MNase,iDeep,0.68875
186,Ago2-MNase,iDeep,0.7301112303088477
187,Ago2-MNase,iDeep,0.7417125
188,Ago2-MNase,iDeep,0.7637828379238252
189,Ago2-MNase,iDeep,0.7511095889453488
190,Ago2-MNase,iDeep,0.7118849102955409
191,Ago2-MNase,iDeep,0.7356256213224428
192,Ago2-MNase,iDeep,0.7025926955232868
193,Ago2-MNase,iDeep,0.7347198615908523
194,Ago2-MNase,iDeep,0.7089851129751379
195,Ago2-MNase,iDeep,0.7151342230403437
196,Ago2-MNase,iDeep,0.7500825929997177
197,Ago2-MNase,iDeep,0.7500107378432275
198,Ago2-MNase,iDeep,0.7112173332220089
199,Ago2-MNase,iDeep,0.7067424242424243
0,ELAVL1-MNase,iDeep,0.7309924532266938
1,ELAVL1-MNase,iDeep,0.7577924606436699
2,ELAVL1-MNase,iDeep,0.7612554714097131
3,ELAVL1-MNase,iDeep,0.7599478760847954
4,ELAVL1-MNase,iDeep,0.7583627270013586
5,ELAVL1-MNase,iDeep,0.7191221886215818
6,ELAVL1-MNase,iDeep,0.7504808317089019
7,ELAVL1-MNase,iDeep,0.7504914944592296
8,ELAVL1-MNase,iDeep,0.7693892137751785
9,ELAVL1-MNase,iDeep,0.7226331407348854
10,ELAVL1-MNase,iDeep,0.7745437171524127
11,ELAVL1-MNase,iDeep,0.7618870464852607
12,ELAVL1-MNase,iDeep,0.7704272007310387
13,ELAVL1-MNase,iDeep,0.7693684342394904
14,ELAVL1-MNase,iDeep,0.7182522338772339
15,ELAVL1-MNase,iDeep,0.7783860393884844
16,ELAVL1-MNase,iDeep,0.7449238810607306
17,ELAVL1-MNase,iDeep,0.7495501217317667
18,ELAVL1-MNase,iDeep,0.7768836648583484
19,ELAVL1-MNase,iDeep,0.7588163429809316
20,ELAVL1-MNase,iDeep,0.7491750421924986
21,ELAVL1-MNase,iDeep,0.7580549807862844
22,ELAVL1-MNase,iDeep,0.8066323992704361
23,ELAVL1-MNase,iDeep,0.7267270793781274
24,ELAVL1-MNase,iDeep,0.7446662914737407
25,ELAVL1-MNase,iDeep,0.7328705671247108
26,ELAVL1-MNase,iDeep,0.7300206480677632
27,ELAVL1-MNase,iDeep,0.794798951048951
28,ELAVL1-MNase,iDeep,0.7472433713523923
29,ELAVL1-MNase,iDeep,0.7202210160157416
30,ELAVL1-MNase,iDeep,0.7040690505548706
31,ELAVL1-MNase,iDeep,0.7438125
32,ELAVL1-MNase,iDeep,0.7578643674349196
33,ELAVL1-MNase,iDeep,0.7366143588362069
34,ELAVL1-MNase,iDeep,0.783528252812667
35,ELAVL1-MNase,iDeep,0.774325982424142
36,ELAVL1-MNase,iDeep,0.7791780754182867
37,ELAVL1-MNase,iDeep,0.8122646099508046
38,ELAVL1-MNase,iDeep,0.8073506690289982
39,ELAVL1-MNase,iDeep,0.7487937618622944
40,ELAVL1-MNase,iDeep,0.7208031516075739
41,ELAVL1-MNase,iDeep,0.7665319382978178
42,ELAVL1-MNase,iDeep,0.7118375681690348
43,ELAVL1-MNase,iDeep,0.7506045876831722
44,ELAVL1-MNase,iDeep,0.7485318380944554
45,ELAVL1-MNase,iDeep,0.7526244566554581
46,ELAVL1-MNase,iDeep,0.7305410715635153
47,ELAVL1-MNase,iDeep,0.7817189796696085
48,ELAVL1-MNase,iDeep,0.7331525572906892
49,ELAVL1-MNase,iDeep,0.7168613345709571
50,ELAVL1-MNase,iDeep,0.7670808406197269
51,ELAVL1-MNase,iDeep,0.7434960819770946
52,ELAVL1-MNase,iDeep,0.7719203779615091
53,ELAVL1-MNase,iDeep,0.7682366533222278
54,ELAVL1-MNase,iDeep,0.7493287516011429
55,ELAVL1-MNase,iDeep,0.7550756489886925
56,ELAVL1-MNase,iDeep,0.7777739178767458
57,ELAVL1-MNase,iDeep,0.7421777594836277
58,ELAVL1-MNase,iDeep,0.7950073013003268
59,ELAVL1-MNase,iDeep,0.7575626023639916
60,ELAVL1-MNase,iDeep,0.7542347507564899
61,ELAVL1-MNase,iDeep,0.7271790235081375
62,ELAVL1-MNase,iDeep,0.8000579359681603
63,ELAVL1-MNase,iDeep,0.7228184281842819
64,ELAVL1-MNase,iDeep,0.7502095105832775
65,ELAVL1-MNase,iDeep,0.8005517110175739
66,ELAVL1-MNase,iDeep,0.7524982278017883
67,ELAVL1-MNase,iDeep,0.7581125782552831
68,ELAVL1-MNase,iDeep,0.7769143073010476
69,ELAVL1-MNase,iDeep,0.7381212305599799
70,ELAVL1-MNase,iDeep,0.7744054580896687
71,ELAVL1-MNase,iDeep,0.7699
72,ELAVL1-MNase,iDeep,0.7549761004494542
73,ELAVL1-MNase,iDeep,0.7589748703629836
74,ELAVL1-MNase,iDeep,0.7735399704357211
75,ELAVL1-MNase,iDeep,0.7607007485268354
76,ELAVL1-MNase,iDeep,0.7595568077977459
77,ELAVL1-MNase,iDeep,0.7703644286945694
78,ELAVL1-MNase,iDeep,0.7225650531453107
79,ELAVL1-MNase,iDeep,0.7940965188747016
80,ELAVL1-MNase,iDeep,0.7363709372637943
81,ELAVL1-MNase,iDeep,0.7367612476706007
82,ELAVL1-MNase,iDeep,0.7806691449814127
83,ELAVL1-MNase,iDeep,0.7626878196930946
84,ELAVL1-MNase,iDeep,0.8135817691921268
85,ELAVL1-MNase,iDeep,0.7917301248857752
86,ELAVL1-MNase,iDeep,0.7437050796425796
87,ELAVL1-MNase,iDeep,0.7722329944450267
88,ELAVL1-MNase,iDeep,0.7390634233114632
89,ELAVL1-MNase,iDeep,0.7607987844584329
90,ELAVL1-MNase,iDeep,0.73974721555278
91,ELAVL1-MNase,iDeep,0.7756686913895993
92,ELAVL1-MNase,iDeep,0.7070673040619428
93,ELAVL1-MNase,iDeep,0.7832114342788149
94,ELAVL1-MNase,iDeep,0.7750874711531304
95,ELAVL1-MNase,iDeep,0.7305239687848384
96,ELAVL1-MNase,iDeep,0.7242051525729358
97,ELAVL1-MNase,iDeep,0.7406418014152821
98,ELAVL1-MNase,iDeep,0.7489740929938217
99,ELAVL1-MNase,iDeep,0.7696408312706271
100,ELAVL1-MNase,iDeep,0.7560790229129029
101,ELAVL1-MNase,iDeep,0.7564708230753876
102,ELAVL1-MNase,iDeep,0.7578467908902692
103,ELAVL1-MNase,iDeep,0.7438796540632163
104,ELAVL1-MNase,iDeep,0.7382410098019506
105,ELAVL1-MNase,iDeep,0.7741265629019002
106,ELAVL1-MNase,iDeep,0.764936058309259
107,ELAVL1-MNase,iDeep,0.7563688485427615
108,ELAVL1-MNase,iDeep,0.7669399732990755
109,ELAVL1-MNase,iDeep,0.7469570787956439
110,ELAVL1-MNase,iDeep,0.7457429658177788
111,ELAVL1-MNase,iDeep,0.7526019611164436
112,ELAVL1-MNase,iDeep,0.7711903603457493
113,ELAVL1-MNase,iDeep,0.7790057684072647
114,ELAVL1-MNase,iDeep,0.7712875
115,ELAVL1-MNase,iDeep,0.7467575656800798
116,ELAVL1-MNase,iDeep,0.7226761517615177
117,ELAVL1-MNase,iDeep,0.745992000051364
118,ELAVL1-MNase,iDeep,0.7335140662528834
119,ELAVL1-MNase,iDeep,0.7957174347786564
120,ELAVL1-MNase,iDeep,0.7273142439603599
121,ELAVL1-MNase,iDeep,0.7687874472715548
122,ELAVL1-MNase,iDeep,0.7681996624707386
123,ELAVL1-MNase,iDeep,0.7475517191839862
124,ELAVL1-MNase,iDeep,0.7728701731779921
125,ELAVL1-MNase,iDeep,0.7117764300212761
126,ELAVL1-MNase,iDeep,0.7471048895199219
127,ELAVL1-MNase,iDeep,0.7853803508384818
128,ELAVL1-MNase,iDeep,0.7210215144365801
129,ELAVL1-MNase,iDeep,0.7485105913503971
130,ELAVL1-MNase,iDeep,0.7515377675715575
131,ELAVL1-MNase,iDeep,0.7422242675256943
132,ELAVL1-MNase,iDeep,0.7781007751937985
133,ELAVL1-MNase,iDeep,0.7511927094189305
134,ELAVL1-MNase,iDeep,0.7468765952873533
135,ELAVL1-MNase,iDeep,0.7458983854243816
136,ELAVL1-MNase,iDeep,0.7444526000790468
137,ELAVL1-MNase,iDeep,0.7937037037037036
138,ELAVL1-MNase,iDeep,0.7628997244719045
139,ELAVL1-MNase,iDeep,0.7825438620059647
140,ELAVL1-MNase,iDeep,0.7418601610221732
141,ELAVL1-MNase,iDeep,0.7367351463198344
142,ELAVL1-MNase,iDeep,0.7920978188044367
143,ELAVL1-MNase,iDeep,0.7270058285071481
144,ELAVL1-MNase,iDeep,0.7283903235435665
145,ELAVL1-MNase,iDeep,0.7143319696884787
146,ELAVL1-MNase,iDeep,0.7338921377517869
147,ELAVL1-MNase,iDeep,0.7529174788823911
148,ELAVL1-MNase,iDeep,0.7665055120031332
149,ELAVL1-MNase,iDeep,0.7661118224498505
150,ELAVL1-MNase,iDeep,0.7578278408271069
151,ELAVL1-MNase,iDeep,0.7723556379948826
152,ELAVL1-MNase,iDeep,0.7391038393816745
153,ELAVL1-MNase,iDeep,0.7816720355882805
154,ELAVL1-MNase,iDeep,0.7513520529572102
155,ELAVL1-MNase,iDeep,0.8018494469852384
156,ELAVL1-MNase,iDeep,0.7424604192565989
157,ELAVL1-MNase,iDeep,0.7443898644282587
158,ELAVL1-MNase,iDeep,0.756021214357965
159,ELAVL1-MNase,iDeep,0.7374612399558943
160,ELAVL1-MNase,iDeep,0.765603214959403
161,ELAVL1-MNase,iDeep,0.737784113407777
162,ELAVL1-MNase,iDeep,0.747373653241624
163,ELAVL1-MNase,iDeep,0.7696000597762127
164,ELAVL1-MNase,iDeep,0.741497782590759
165,ELAVL1-MNase,iDeep,0.7671435860516806
166,ELAVL1-MNase,iDeep,0.7747301537186495
167,ELAVL1-MNase,iDeep,0.7746312367339262
168,ELAVL1-MNase,iDeep,0.7535389957264957
169,ELAVL1-MNase,iDeep,0.7486393259081408
170,ELAVL1-MNase,iDeep,0.763510329235046
171,ELAVL1-MNase,iDeep,0.7641310672793307
172,ELAVL1-MNase,iDeep,0.7296017701849917
173,ELAVL1-MNase,iDeep,0.7947786753590325
174,ELAVL1-MNase,iDeep,0.7541423235322287
175,ELAVL1-MNase,iDeep,0.7325924071113508
176,ELAVL1-MNase,iDeep,0.7646504220417263
177,ELAVL1-MNase,iDeep,0.8002140057755776
178,ELAVL1-MNase,iDeep,0.7413670496284552
179,ELAVL1-MNase,iDeep,0.762543965473298
