TSS,polya,exon_intron,intron_exon,start_codon,stop_codon,gene_start,gene_end,class
-26039,-15258,-146,-292,-26039,31862,-57483,-87221, class:0
-16477,-432,-429,-627,43284,-463,43210,3256, class:1
-8698,1034,-4404,449,-21385,-4303,22668,1723, class:0
-59349,-42205,-2176,-2324,-55989,73972,-59751,74934, class:0
-113159,20366,748,682,-109799,20162,-113561,21124, class:0
-47990,36954,4726,4689,-47921,86232,-73323,86705, class:0
-79992,4952,-1379,-1515,-79923,54230,-105325,54703, class:0
-11679,3652,2157,1991,-11875,3313,-20072,4096, class:0
-4280,33,-3813,538,-19153,-527,-19245,1366, class:0
-17209,868,-6815,-2689,-16727,-2633,-22706,870, class:0
-7918,85137,-7731,13142,-7869,104848,-8139,113007, class:0
17420,18146,956,873,58350,37857,58350,46016, class:0
-987,98,-16601,-16271,-987,98,-987,98, class:0
716,383,108,55,-9378,5850,-16731,7956, class:0
-7876,28593,2466,2363,-7876,37257,-8127,41414, class:0
-5574,465,-21,-161,-5602,7099,-6693,17082, class:0
-2169,8742,415,344,-2159,79239,-33691,92189, class:0
10154,-38171,11017,10918,11931,-40521,-26257,-38171, class:0
-1967,2066,185,-399,-1896,-65,-2012,2099, class:0
3258,467,3332,-4179,5121,-4004,3258,467, class:0
-2124,10203,-1989,-3025,-2965,12769,-31179,13988, class:0
-6062,-4407,3535,3451,33834,42576,57993,51985, class:0
6721,706,-4777,-2688,9501,-2305,6721,713, class:0
-20691,-31396,10003,9882,-20683,-32141,-20756,-31396, class:0
-340,2765,-138,150,-296,2415,-795,3074, class:0
-1693,896,-495,-665,-1444,8953,-2134,9017, class:0
-5281,5806,3508,3240,3367,5045,-5397,-9666, class:0
25903,-9664,855,670,26024,20199,25903,21437, class:0
14155,-331,-337,-441,14276,8451,14155,9689, class:0
-2695,4906,2384,2196,-2605,-31133,-2761,-16402, class:0
-2832,4769,2247,2059,-2742,-31270,-2898,-16539, class:0
-458,-546,-12,-56,-15450,22641,-15606,27850, class:0
-13147,242,-156,-194,-31273,6818,-31429,12027, class:1
3017,5136,897,759,-9793,8098,-21060,9161, class:0
-2014,105,121,43,-14824,3067,-26091,4130, class:0
26,4909,212,688,705,5081,-4457,9375, class:0
-5220,-1033,2729,-1640,-5237,-861,-10399,3433, class:1
-1847,195,-1718,-133,-1894,11168,-1951,11541, class:0
-12103,1278,-652,736,-12150,912,-12207,1285, class:0
-13215,166,-1764,-376,-13262,-200,-13319,173, class:0
-10796,-2826,-3683,-3156,-16551,-10627,-27233,14284, class:0
-17534,-10027,-1980,-2085,-10716,28582,-24071,34250, class:1
-48947,-2242,-26950,-3016,-42129,-2831,-55484,2837, class:0
-15164,-3458,46,-75,-4893,34845,-15453,45940, class:1
-21582,-9876,-2785,-2987,-11311,28427,-21871,39522, class:0
6548,12074,1905,-1498,-27664,12074,-38224,23169, class:1
1687,7213,1120,-1723,-32525,7213,-43085,18308, class:1
-8995,445,-5115,-552,-50388,-349,-60948,445, class:1
12053,3801,12865,-3234,12520,-3091,12053,3801, class:1
-77880,-67387,-74510,-70802,-165304,-70644,-165771,-67387, class:0
-4,19597,93,5259,3,37840,-44,38977, class:0
6695,1637,1403,1234,-17957,19880,-18004,21017, class:1
2274,3462,2579,2447,-34177,3660,-34224,4797, class:0
11034,-636,-618,-723,-10473,6482,11034,9023, class:0
8386,-1589,7,-78,-13121,3834,8386,6375, class:0
2404,393,2435,-2175,11743,-2089,2404,393, class:1
-3143,-122,-761,-383,-9942,-801,-17523,162, class:1
-955,681,-14991,-14603,217,564,-955,681, class:0
-1181,455,-15217,-14829,-9,338,-1181,455, class:0
-1262,374,-15298,-14910,-90,257,-1262,374, class:0
-2340,952,-508,-661,-1965,-418,-4466,5684, class:0
-502,3782,-366,-508,8876,23809,-1586,24335, class:0
-4900,85873,-4756,14034,-4785,87348,-4937,108963, class:1
38418,41779,-29968,-30060,38418,43254,-49031,64869, class:1
-4341,-565,-857,-997,-4341,495,73206,22110, class:1
-5908,-2132,-2424,-2564,-5908,-1072,71639,20543, class:1
-198,-86,-100,-177,-1525,1659,2814,1946, class:0
-6458,1086,-1406,-797,-7191,-795,-7619,1086, class:1
-10745,847,-8091,-2537,-10079,-2082,-10745,847, class:1
-1142,1032,20592,35708,-1083,-673,-1142,1032, class:0
-55534,31369,17326,17281,-41729,31699,67050,33964, class:0
-28613,-11141,-675,-775,-68525,33415,-68948,39752, class:0
-6236,-159,-3459,-3019,-104873,-2933,-105296,3404, class:1
-21416,-21339,6885,6806,-17504,90241,-52718,97137, class:0
75003,-801,-1007,-1905,-57481,-992,75003,19540, class:0
-628,325,-23029,-14845,-628,325,-628,325, class:0
-302,636,-250302,-249719,-302,636,-302,636, class:0
-126,920,-262932,-262349,-126,920,-126,920, class:0
-6722,4307,785,722,769,5269,-6898,6852, class:0
-673,265,-117427,-117257,-673,265,-673,265, class:0
1047,2483,1189,1064,-3341,1516,-4405,2484, class:0
-275,3066,16,1457,1466,2215,-275,3066, class:0
-78,1401,25,327,-707,1865,-718,2094, class:0
169,912,512,396,-1797,2345,-1829,2447, class:0
-987,1754,-779,1238,-955,3187,-987,3289, class:0
3159,1754,835,766,-5541,6479,-5826,8248, class:0
-274,432,-127,80,114,1069,-625,1140, class:0
2906,52,3215,-22,2928,151,2906,326, class:0
3267,413,-3214,-6,3289,26,3267,687, class:0
-13887,-151,-4076,-4219,-13860,-3838,-14172,19024, class:1
42,453,-54,-95,283,-202,-434,1249, class:0
-2008,9333,458,289,-1979,-513,-2040,12739, class:0
-4062,151,-3947,-713,-7251,-624,-12101,151, class:0
-694,5127,-502,4133,4156,4743,-694,11558, class:0
1062,11528,1121,992,1079,10807,12455,12558, class:0
1602,2758,1707,1546,15476,9133,14926,13640, class:0
1579,-672,1664,-1121,-32011,34114,-32135,35621, class:0
1845,17469,1891,2582,5431,-29452,-13511,-25338, class:0
-7622,2445,-7333,2200,-12061,2303,14222,2445, class:0
-9005,-3500,-635,-713,-13014,7308,-13040,7670, class:0
-193,1729,-104,-448,-17401,-13115,-17451,15812, class:0
-4108,10497,-4044,5353,6768,12594,-4281,12889, class:0
-283,2550,3,390,-283,2550,-283,2550, class:0
-338709,-322489,-325549,-324692,-349935,-324600,-358191,-322489, class:0
-1046,11711,-632,669,-903,10413,-1046,11711, class:0
-5620,3605,-1492,-1647,-27990,2727,-28145,3605, class:0
-2486,1892,561,409,-2569,2125,-2989,2473, class:0
-429,1598,-390,649,-426,2927,-2988,3345, class:0
218,4613,-82,-193,29625,4384,29474,16883, class:0
-5023,1669,231,102,-4482,1496,-5023,1669, class:0
-3383,837,-896,736,-7002,848,-7024,1157, class:0
-24,4144,56,3241,-241,4793,-263,7918, class:0
-617,632,14806,16446,-440,243,-617,632, class:0
-4221,6957,-1846,-1943,-4246,6957,-6476,9695, class:0
-15798,7235,408,331,-15789,5793,-65120,8028, class:0
1893,-149,-107,-256,-1298,-99,-55143,50165, class:1
1033,11162,-1079,995,1033,11168,-1127,11168, class:0
-11075,28449,-10861,12954,28343,31714,-55204,38581, class:0
-4912,-1875,-1851,-2043,-16309,4604,-16736,8054, class:0
-123,272,-37,-132,-8777,14175,15834,14753, class:0
-10214,15656,-3697,-3820,7500,15618,-10925,22877, class:0
-9044,16826,-2527,-2650,8670,16788,-9755,24047, class:0
-3501,22369,3016,2893,-3501,22331,-4212,29590, class:0
3162,1410,3340,-1241,-1219,-179,3162,1410, class:0
-5243,2186,431,297,-5688,1048,-5925,2956, class:0
-6093,-70,120,-574,-3919,3001,-9870,3018, class:0
-472,10348,-437,7501,7533,8274,-493,10351, class:0
-5953,-11536,-5802,11247,36899,-12278,-6016,-11536, class:0
-2245,822,-2108,-1592,-1572,-649,-3679,828, class:0
-1974,1093,-1837,-1321,-1301,-378,-3408,1099, class:0
1194,1303,539,414,-6222,3747,-6258,6052, class:0
-137,3088,379,157,-4437,5532,-4473,7837, class:0
-3485,1055,288,195,-15001,8916,-15076,10275, class:0
-4506,12,-390,-443,-22951,-213,-25077,26995, class:0
-7295,837,-895,29,-7460,717,-24731,898, class:0
2428,1860,656,615,1799,11717,-13731,11898, class:0
-19476,8541,-305,-419,-19476,7921,-19476,8764, class:0
-3247,571,-1661,-13,-3199,162,-3247,571, class:0
-1956,2340,-1913,-2010,14498,2274,-89e3,35460, class:0
9618,9746,9873,9350,-38006,37364,-41465,82995, class:0
-17329,4562,-16692,4217,-16833,58537,-20292,-61886, class:0
4504,7246,4558,4495,4511,7184,-20467,9517, class:0
2901,4500,3830,3733,3829,5783,-12154,7329, class:0
-699,9189,-504,8422,-790,10472,-7465,12018, class:0
-14181,-2076,-2465,2603,-14223,2747,-15435,6764, class:0
-8557,3548,3159,2967,-8599,8371,-9811,12388, class:0
-42569,2197,-5934,-3853,-19049,-3641,-42781,2197, class:0
-1666,4452,-177,-729,-611,3943,-3188,4452, class:0
-991,1036,324,117,-985,821,-991,1036, class:0
-6439,608,-2177,-1433,-6362,-1385,-6553,608, class:0
-1374,3771,345,181,-1297,2898,-1488,5673, class:0
-1044,2350,-671,-820,-784,8346,-1492,8708, class:0
-28,1725,33,-110,692,2385,-1773,2904, class:0
-22389,-10949,12526,-11040,-25507,75803,-57899,76291, class:0
-37410,944,-8368,535,-37399,582,-37563,1754, class:0
-20533,-596,-1071,-1247,-20522,-690,-20686,18631, class:0
-51,360,69,857,-45,34,-6010,5297, class:0
-9,1711,256,340,83,880,-65,-3312, class:0
3346,-1050,3659,-1423,8822,-1248,3346,2054, class:1
1771,1262,-1393,1150,-1556,52360,-10651,53357, class:0
19258,-20072,-6329,-6369,-21801,-6330,-93228,83608, class:1
-820,447,679,386,-751,-11552,-72178,104658, class:1
-4062,56461,-4010,14817,-4060,56366,-4260,-64907, class:0
-62293,434379,-62156,264170,-62189,-457058,-62306,-455943, class:0
4722,3418,-453,-526,-21112,27274,-59590,30156, class:1
-8265,511,521,426,-14651,33735,-53129,36617, class:0
677,1139,905,617,672,49058,-37806,51940, class:0
38798,9779,-15583,-2379,39120,-2192,38798,9779, class:0
-1484,229,1965,-1719,-1429,-365,-1484,229, class:0
-539,-222,2910,-774,-484,580,-539,1174, class:0
-18028,13528,507,410,-15864,13178,-18100,13530, class:0
11089,7263,6062,5942,13325,7206,11089,7266, class:0
-1233,341,345,268,-3448,2468,-3490,3028, class:0
29445,2091,-4778,-482,29487,-419,29445,2091, class:1
-25012,-5519,3756,3705,-24810,45481,-25409,-38268, class:0
22795,-4540,1599,1502,-5201,1591,22795,9936, class:0
-4967,4330,1020,883,-4949,4181,-5023,5864, class:0
1355,-20,106,-229,-11718,1684,-12566,-20, class:0
-1762,7568,-317,-505,-1185,6724,-33371,11982, class:0
255,-258,366,-394,14245,22154,-17941,27412, class:0
-420,3119,83922,88700,837,1832,-420,3119, class:1
-3347,-4178,-1041,-1206,-23590,45419,-58169,175473, class:0
15274,34686,6038,5933,15274,84283,-19305,214337, class:0
-2131,30948,-2078,-6919,-2082,73465,-72670,80281, class:1
-8,33144,118,-4723,114,75661,-70474,82477, class:0
-134905,-131390,-134696,-131894,-134870,-131662,-134905,-131390, class:0
-128194,-124679,-127985,-125183,-128159,-124951,-128194,-124679, class:0
-127689,-124174,-127480,-124678,-127654,-124446,-127689,-124174, class:0
-16895,14070,-1211,-1278,-16874,-3380,56267,18201, class:0
-1254,37420,-1214,2489,6476,19970,79617,41551, class:0
-32323,28492,-168,-213,-32243,27497,-32323,28492, class:1
-5394,2271,-4285,1537,-5394,1610,-5433,4286, class:0
39583,-144696,8561,8446,39682,-149331,-73636,-144696, class:0
-29833,25777,-116,-196,-29699,24527,-29848,29162, class:1
-20155,8845,1349,1276,-17407,8516,-48254,8926, class:0
-2229,294,-44,-252,-233,9646,-2359,10682, class:0
3053,21758,841,732,-18426,21360,3053,21758, class:0
-32916,2067,-2949,39,-32175,851,51830,11497, class:0
-2292,21929,-2085,17743,-2273,21490,-2759,28227, class:0
-927,272,-613,126,-9078,219,-9848,3787, class:0
-3936,-12640,948,909,5763,-21976,-3994,-12640, class:0
17317,8671,-10640,-832,27074,-665,17317,8671, class:1
-1605,3152,908,805,2997,3137,-32543,3922, class:0
-960,-21,-142,-195,-146454,-16988,-146772,85257, class:0
2218,3439,-1053,-1187,-6221,5097,-7863,5373, class:0
989,-5001,1164,1073,-20941,1118,-26505,-5937, class:0
-11919,-88,-381,-641,-11895,-471,-11950,1566, class:0
-10976,855,562,302,-10952,472,-11007,2509, class:0
753,1085,-30,-97,-2247,11025,-13389,14007, class:0
-874,1806,-792,1257,1281,3155,-997,12950, class:0
-2868,9210,-1083,-1201,-1116,6445,-2928,-13095, class:0
-3075,-507,40563,66236,-2851,-1124,-3075,-507, class:0
-1364,1204,42274,67947,-1140,587,-1364,1204, class:0
780,3418,824,2513,-2747,2580,-11409,11474, class:0
1101,3739,1145,-2440,-2426,2901,-11088,11795, class:0
1379,-1552,1735,1600,-9663,3594,-9719,3744, class:0
2765,-166,-1832,-282,-8277,4980,-8333,5130, class:0
-3328,8581,-3261,8094,-3317,8957,-19899,-34737, class:0
-9660,-27,-8204,-94,-9208,-16485,-9994,-12337, class:0
-4508,1033,1024,800,-4578,1674,-4750,4629, class:0
-1926,-346,-1778,-593,-115163,-1736,-115247,3135, class:1
-10365,2060,-1625,-1521,-9631,-2006,-10365,2060, class:1
-9688,2737,-948,-844,-8954,-1329,-9688,2737, class:1
-9369,3056,-629,-525,-8635,-1010,-9369,3056, class:1
3946,-3475,36,-128,-7680,12125,13400,13381, class:1
-4591,2398,741,595,604,24099,-16408,25355, class:1
-3412,3577,1920,1774,1783,25278,-15229,-26032, class:0
-35519,16799,9090,8967,15922,16647,-35519,16799, class:0
-242,30439,-169,-20253,-19623,69391,-21052,72304, class:0
-3910,-483,-393,490,-9187,-603,-10885,642, class:0
-1010,2684,4,-183,-171,8413,-1869,9658, class:0
7382,-9812,-513,-730,95095,48854,85822,61591, class:0
16045,-41062,16246,21979,-42058,65226,-42085,67370, class:0
-1635,1327,-22805,-21834,-1476,896,-1635,1327, class:0
-44533,-7351,-1530,-1652,-44513,-11236,-84187,73877, class:0
2638,5742,1013,882,885,21673,-151483,88546, class:0
-16171,984,989,894,-46169,7605,-54449,8213, class:0
19988,6277,2361,2289,20394,2316,19988,17187, class:0
25585,-10293,-3020,-3211,25991,-3205,25585,22784, class:0
-3797,6752,-3383,-3554,-3517,20185,-21596,46174, class:0
-152,632,-50346,-49734,-77,417,-152,632, class:0
